NoEstado,Estado,NoMunicipio,Municipio,NoCiudad,Ciudad/Colonia
18,Nayarit,13,San Pedro Lagunillas,1,San Pedro Lagunillas
18,Nayarit,14,Santa Maria del Oro,1,Santa Maria del Oro
18,Nayarit,15,Santiago Ixcuintla,1,Santiago Ixcuintla
18,Nayarit,16,Tecuala,1,Tecuala
18,Nayarit,17,Tepic,1,Tepic
18,Nayarit,18,Tuxpan,1,Tuxpan
18,Nayarit,19,La Yesca,1,La Yesca
18,Nayarit,20,Bahia de Banderas,1,Valle de Banderas
19,Nuevo Leon,1,Abasolo,1,Abasolo
19,Nuevo Leon,2,Agualeguas,1,Agualeguas
19,Nuevo Leon,3,Los Aldamas,1,Los Aldamas
19,Nuevo Leon,4,Allende,1,Ciudad de Allende
19,Nuevo Leon,5,Anahuac,1,Anahuac
19,Nuevo Leon,6,Apodaca,1,Ciudad Apodaca
19,Nuevo Leon,7,Aramberri,1,Aramberri
19,Nuevo Leon,8,Bustamante,1,Bustamante
19,Nuevo Leon,9,Cadereyta Jimenez,1,Cadereyta Jimenez
19,Nuevo Leon,10,El Carmen,1,Carmen
19,Nuevo Leon,11,Cerralvo,1,Ciudad Cerralvo
19,Nuevo Leon,12,Cienega de Flores,1,Cienega de Flores
19,Nuevo Leon,13,China,1,China
19,Nuevo Leon,14,Doctor Arroyo,1,Doctor Arroyo
19,Nuevo Leon,15,Doctor Coss,1,Doctor Coss
19,Nuevo Leon,16,Doctor Gonzalez,1,Doctor Gonzalez
19,Nuevo Leon,17,Galeana,1,Galeana
19,Nuevo Leon,18,Garcia,1,Garcia
19,Nuevo Leon,19,San Pedro Garza Garcia,1,San Pedro Garza Garcia
19,Nuevo Leon,20,General Bravo,1,General Bravo
19,Nuevo Leon,21,General Escobedo,1,Ciudad General Escobedo
19,Nuevo Leon,22,General Teran,1,Ciudad General Teran
19,Nuevo Leon,23,General Treviño,1,General Treviño
19,Nuevo Leon,24,General Zaragoza,1,General Zaragoza
19,Nuevo Leon,25,General Zuazua,1,General Zuazua
19,Nuevo Leon,26,Guadalupe,1,Guadalupe
19,Nuevo Leon,27,Los Herreras,1,Los Herreras
19,Nuevo Leon,28,Higueras,1,Higueras
19,Nuevo Leon,29,Hualahuises,1,Hualahuises
19,Nuevo Leon,30,Iturbide,1,Iturbide
19,Nuevo Leon,31,Juarez,1,Ciudad Benito Juarez
19,Nuevo Leon,32,Lampazos de Naranjo,1,Lampazos de Naranjo
19,Nuevo Leon,33,Linares,1,Linares
19,Nuevo Leon,34,Marin,1,Marin
19,Nuevo Leon,35,Melchor Ocampo,1,Melchor Ocampo
19,Nuevo Leon,36,Mier y Noriega,1,Mier y Noriega
19,Nuevo Leon,37,Mina,1,Mina
19,Nuevo Leon,38,Montemorelos,1,Montemorelos
19,Nuevo Leon,39,Monterrey,1,Monterrey
19,Nuevo Leon,40,Paras,1,Paras
19,Nuevo Leon,41,Pesqueria,1,Pesqueria
19,Nuevo Leon,42,Los Ramones,1,Los Ramones
19,Nuevo Leon,43,Rayones,1,Rayones
19,Nuevo Leon,44,Sabinas Hidalgo,1,Ciudad Sabinas Hidalgo
19,Nuevo Leon,45,Salinas Victoria,1,Salinas Victoria
19,Nuevo Leon,46,San Nicolas de los Garza,1,San Nicolas de los Garza
19,Nuevo Leon,47,Hidalgo,1,Hidalgo
19,Nuevo Leon,48,Santa Catarina,1,Ciudad Santa Catarina
19,Nuevo Leon,49,Santiago,1,Santiago
19,Nuevo Leon,50,Vallecillo,1,Vallecillo
19,Nuevo Leon,51,Villaldama,1,Ciudad de Villaldama
20,Oaxaca,1,Abejones,1,Abejones
20,Oaxaca,2,Acatlan de Perez Figueroa,1,Acatlan de Perez Figueroa
20,Oaxaca,3,Asuncion Cacalotepec,1,Asuncion Cacalotepec
20,Oaxaca,4,Asuncion Cuyotepeji,1,Asuncion Cuyotepeji
20,Oaxaca,5,Asuncion Ixtaltepec,1,Asuncion Ixtaltepec
20,Oaxaca,6,Asuncion Nochixtlan,1,Asuncion Nochixtlan
20,Oaxaca,7,Asuncion Ocotlan,1,Asuncion Ocotlan
20,Oaxaca,8,Asuncion Tlacolulita,1,Asuncion Tlacolulita
20,Oaxaca,9,Ayotzintepec,1,Ayotzintepec
20,Oaxaca,10,El Barrio de la Soledad,1,El Barrio de la Soledad
20,Oaxaca,11,Calihuala,1,Calihuala
20,Oaxaca,12,Candelaria Loxicha,1,Candelaria Loxicha
20,Oaxaca,13,Cienega de Zimatlan,1,Cienega de Zimatlan
20,Oaxaca,14,Ciudad Ixtepec,1,Ciudad Ixtepec
20,Oaxaca,15,Coatecas Altas,1,Coatecas Altas
20,Oaxaca,16,Coicoyan de las Flores,1,Coicoyan de las Flores
20,Oaxaca,17,La Compañia,1,La Compañia
20,Oaxaca,18,Concepcion Buenavista,1,Concepcion Buenavista
20,Oaxaca,19,Concepcion Papalo,1,Concepcion Papalo
20,Oaxaca,20,Constancia del Rosario,1,Constancia del Rosario
20,Oaxaca,21,Cosolapa,1,Cosolapa
20,Oaxaca,22,Cosoltepec,1,Cosoltepec
20,Oaxaca,23,Cuilapam de Guerrero,1,Cuilapam de Guerrero
20,Oaxaca,24,Cuyamecalco Villa de Zaragoza,1,Cuyamecalco Villa de Zaragoza
20,Oaxaca,25,Chahuites,1,Chahuites
20,Oaxaca,26,Chalcatongo de Hidalgo,1,Chalcatongo de Hidalgo
20,Oaxaca,27,Chiquihuitlan de Benito Juarez,1,Chiquihuitlan de Benito Juarez
20,Oaxaca,28,Heroica Ciudad de Ejutla de Crespo,1,Heroica Ciudad de Ejutla de Crespo
20,Oaxaca,29,Eloxochitlan de Flores Magon,1,Eloxochitlan de Flores Magon
20,Oaxaca,30,El Espinal,1,El Espinal
20,Oaxaca,31,Tamazulapam del Espiritu Santo,1,Tamazulapam del Espiritu Santo
20,Oaxaca,32,Fresnillo de Trujano,1,Fresnillo de Trujano
20,Oaxaca,33,Guadalupe Etla,1,Guadalupe Etla
20,Oaxaca,34,Guadalupe de Ramirez,1,Guadalupe de Ramirez
20,Oaxaca,35,Guelatao de Juarez,1,Guelatao de Juarez
20,Oaxaca,36,Guevea de Humboldt,1,Guevea de Humboldt
20,Oaxaca,37,Mesones Hidalgo,1,Mesones Hidalgo
20,Oaxaca,38,Villa Hidalgo,1,Villa Hidalgo
20,Oaxaca,39,Heroica Ciudad de Huajuapan de Leon,1,Heroica Ciudad de Huajuapan de Leon
20,Oaxaca,40,Huautepec,1,Huautepec
20,Oaxaca,41,Huautla de Jimenez,1,Huautla de Jimenez
20,Oaxaca,42,Ixtlan de Juarez,1,Ixtlan de Juarez
20,Oaxaca,43,Heroica Ciudad de Juchitan de Zaragoza,1,Heroica Ciudad de Juchitan de Zaragoza
20,Oaxaca,44,Loma Bonita,1,Loma Bonita
20,Oaxaca,45,Magdalena Apasco,1,Magdalena Apasco
20,Oaxaca,46,Magdalena Jaltepec,1,Magdalena Jaltepec
20,Oaxaca,47,Santa Magdalena Jicotlan,1,Santa Magdalena Jicotlan
20,Oaxaca,48,Magdalena Mixtepec,1,Magdalena Mixtepec
20,Oaxaca,49,Magdalena Ocotlan,1,Magdalena Ocotlan
20,Oaxaca,50,Magdalena Peñasco,1,Magdalena Peñasco
20,Oaxaca,51,Magdalena Teitipac,1,Magdalena Teitipac
20,Oaxaca,52,Magdalena Tequisistlan,1,Magdalena Tequisistlan
20,Oaxaca,53,Magdalena Tlacotepec,1,Magdalena Tlacotepec
20,Oaxaca,54,Magdalena Zahuatlan,1,Magdalena Zahuatlan
20,Oaxaca,55,Mariscala de Juarez,1,Mariscala de Juarez
20,Oaxaca,56,Martires de Tacubaya,1,Martires de Tacubaya
20,Oaxaca,57,Matias Romero Avendaño,1,Matias Romero Avendaño
20,Oaxaca,58,Mazatlan Villa de Flores,1,Mazatlan Villa de Flores
20,Oaxaca,59,Miahuatlan de Porfirio Diaz,1,Miahuatlan de Porfirio Diaz
20,Oaxaca,60,Mixistlan de la Reforma,1,Mixistlan de la Reforma
20,Oaxaca,61,Monjas,1,Monjas
20,Oaxaca,62,Natividad,1,Natividad
20,Oaxaca,63,Nazareno Etla,1,Nazareno Etla
20,Oaxaca,64,Nejapa de Madero,1,Nejapa de Madero
20,Oaxaca,65,Ixpantepec Nieves,1,Ixpantepec Nieves
20,Oaxaca,66,Santiago Niltepec,1,Santiago Niltepec
20,Oaxaca,67,Oaxaca de Juarez,1,Oaxaca de Juarez
20,Oaxaca,68,Ocotlan de Morelos,1,Ocotlan de Morelos
20,Oaxaca,69,La Pe,1,La Pe
20,Oaxaca,70,Pinotepa de Don Luis,1,Pinotepa de Don Luis
20,Oaxaca,71,Pluma Hidalgo,1,Pluma Hidalgo
20,Oaxaca,72,San Jose del Progreso,1,San Jose del Progreso
20,Oaxaca,73,Putla Villa de Guerrero,1,Putla Villa de Guerrero
20,Oaxaca,74,Santa Catarina Quioquitani,1,Santa Catarina Quioquitani
20,Oaxaca,75,Reforma de Pineda,1,Reforma de Pineda
20,Oaxaca,76,La Reforma,1,La Reforma
20,Oaxaca,77,Reyes Etla,1,Reyes Etla
20,Oaxaca,78,Rojas de Cuauhtemoc,1,Rojas de Cuauhtemoc
20,Oaxaca,79,Salina Cruz,1,Salina Cruz
20,Oaxaca,80,San Agustin Amatengo,1,San Agustin Amatengo
20,Oaxaca,81,San Agustin Atenango,1,San Agustin Atenango
20,Oaxaca,82,San Agustin Chayuco,1,San Agustin Chayuco
20,Oaxaca,83,San Agustin de las Juntas,1,San Agustin de las Juntas
20,Oaxaca,84,San Agustin Etla,1,San Agustin Etla
20,Oaxaca,85,San Agustin Loxicha,1,San Agustin Loxicha
20,Oaxaca,86,San Agustin Tlacotepec,1,San Agustin Tlacotepec
20,Oaxaca,87,San Agustin Yatareni,1,San Agustin Yatareni
20,Oaxaca,88,San Andres Cabecera Nueva,1,San Andres Cabecera Nueva
20,Oaxaca,89,San Andres Dinicuiti,1,San Andres Dinicuiti
20,Oaxaca,90,San Andres Huaxpaltepec,1,San Andres Huaxpaltepec
20,Oaxaca,91,San Andres Huayapam,1,San Andres Huayapam
20,Oaxaca,92,San Andres Ixtlahuaca,1,San Andres Ixtlahuaca
20,Oaxaca,93,San Andres Lagunas,1,San Andres Lagunas
20,Oaxaca,94,San Andres Nuxiño,1,San Andres Nuxiño
20,Oaxaca,95,San Andres Paxtlan,1,San Andres Paxtlan
20,Oaxaca,96,San Andres Sinaxtla,1,San Andres Sinaxtla
20,Oaxaca,97,San Andres Solaga,1,San Andres Solaga
20,Oaxaca,98,San Andres Teotilalpam,1,San Andres Teotilalpam
20,Oaxaca,99,San Andres Tepetlapa,1,San Andres Tepetlapa
20,Oaxaca,100,San Andres Yaa,1,San Andres Yaa
20,Oaxaca,101,San Andres Zabache,1,San Andres Zabache
20,Oaxaca,102,San Andres Zautla,1,San Andres Zautla
20,Oaxaca,103,San Antonino Castillo Velasco,1,San Antonino Castillo Velasco
20,Oaxaca,104,San Antonino el Alto,1,San Antonino el Alto
20,Oaxaca,105,San Antonino Monte Verde,1,San Antonino Monte Verde
20,Oaxaca,106,San Antonio Acutla,1,San Antonio Acutla
20,Oaxaca,107,San Antonio de la Cal,1,San Antonio de la Cal
20,Oaxaca,108,San Antonio Huitepec,1,San Antonio Huitepec
20,Oaxaca,109,San Antonio Nanahuatipam,1,San Antonio Nanahuatipam
20,Oaxaca,110,San Antonio Sinicahua,1,San Antonio Sinicahua
20,Oaxaca,111,San Antonio Tepetlapa,1,San Antonio Tepetlapa
20,Oaxaca,112,San Baltazar Chichicapam,1,San Baltazar Chichicapam
20,Oaxaca,113,San Baltazar Loxicha,1,San Baltazar Loxicha
20,Oaxaca,114,San Baltazar Yatzachi el Bajo,1,San Baltazar Yatzachi el Bajo
20,Oaxaca,115,San Bartolo Coyotepec,1,San Bartolo Coyotepec
20,Oaxaca,116,San Bartolome Ayautla,1,San Bartolome Ayautla
20,Oaxaca,117,San Bartolome Loxicha,1,San Bartolome Loxicha
20,Oaxaca,118,San Bartolome Quialana,1,San Bartolome Quialana
20,Oaxaca,119,San Bartolome Yucuañe,1,San Bartolome Yucuañe
20,Oaxaca,120,San Bartolome Zoogocho,1,San Bartolome Zoogocho
20,Oaxaca,121,San Bartolo Soyaltepec,1,San Bartolo Soyaltepec
20,Oaxaca,122,San Bartolo Yautepec,1,San Bartolo Yautepec
20,Oaxaca,123,San Bernardo Mixtepec,1,San Bernardo Mixtepec
20,Oaxaca,124,San Blas Atempa,1,San Blas Atempa
20,Oaxaca,125,San Carlos Yautepec,1,San Carlos Yautepec
20,Oaxaca,126,San Cristobal Amatlan,1,San Cristobal Amatlan
20,Oaxaca,127,San Cristobal Amoltepec,1,San Cristobal Amoltepec
20,Oaxaca,128,San Cristobal Lachirioag,1,San Cristobal Lachirioag
20,Oaxaca,129,San Cristobal Suchixtlahuaca,1,San Cristobal Suchixtlahuaca
20,Oaxaca,130,San Dionisio del Mar,1,San Dionisio del Mar
20,Oaxaca,131,San Dionisio Ocotepec,1,San Dionisio Ocotepec
20,Oaxaca,132,San Dionisio Ocotlan,1,San Dionisio Ocotlan
20,Oaxaca,133,San Esteban Atatlahuca,1,San Esteban Atatlahuca
20,Oaxaca,134,San Felipe Jalapa de Diaz,1,San Felipe Jalapa de Diaz
20,Oaxaca,135,San Felipe Tejalapam,1,San Felipe Tejalapam
20,Oaxaca,136,San Felipe Usila,1,San Felipe Usila
20,Oaxaca,137,San Francisco Cahuacua,1,San Francisco Cahuacua
20,Oaxaca,138,San Francisco Cajonos,1,San Francisco Cajonos
20,Oaxaca,139,San Francisco Chapulapa,1,San Francisco Chapulapa
20,Oaxaca,140,San Francisco Chindua,1,San Francisco Chindua
20,Oaxaca,141,San Francisco del Mar,36,San Francisco del Mar
20,Oaxaca,142,San Francisco Huehuetlan,1,San Francisco Huehuetlan
20,Oaxaca,143,San Francisco Ixhuatan,1,San Francisco Ixhuatan
20,Oaxaca,144,San Francisco Jaltepetongo,1,San Francisco Jaltepetongo
20,Oaxaca,145,San Francisco Lachigolo,1,San Francisco Lachigolo
20,Oaxaca,146,San Francisco Logueche,1,San Francisco Logueche
20,Oaxaca,147,San Francisco Nuxaño,1,San Francisco Nuxaño
20,Oaxaca,148,San Francisco Ozolotepec,1,San Francisco Ozolotepec
20,Oaxaca,149,San Francisco Sola,1,San Francisco Sola
20,Oaxaca,150,San Francisco Telixtlahuaca,1,San Francisco Telixtlahuaca
20,Oaxaca,151,San Francisco Teopan,1,San Francisco Teopan
20,Oaxaca,152,San Francisco Tlapancingo,1,San Francisco Tlapancingo
20,Oaxaca,153,San Gabriel Mixtepec,1,San Gabriel Mixtepec
20,Oaxaca,154,San Ildefonso Amatlan,1,San Ildefonso Amatlan
20,Oaxaca,155,San Ildefonso Sola,1,San Ildefonso Sola
20,Oaxaca,156,San Ildefonso Villa Alta,1,San Ildefonso Villa Alta
20,Oaxaca,157,San Jacinto Amilpas,1,San Jacinto Amilpas
20,Oaxaca,158,San Jacinto Tlacotepec,1,San Jacinto Tlacotepec
20,Oaxaca,159,San Jeronimo Coatlan,1,San Jeronimo Coatlan
20,Oaxaca,160,San Jeronimo Silacayoapilla,1,San Jeronimo Silacayoapilla
20,Oaxaca,161,San Jeronimo Sosola,1,San Jeronimo Sosola
20,Oaxaca,162,San Jeronimo Taviche,1,San Jeronimo Taviche
20,Oaxaca,163,San Jeronimo Tecoatl,1,San Jeronimo Tecoatl
20,Oaxaca,164,San Jorge Nuchita,1,San Jorge Nuchita
20,Oaxaca,165,San Jose Ayuquila,1,San Jose Ayuquila
20,Oaxaca,166,San Jose Chiltepec,1,San Jose Chiltepec
20,Oaxaca,167,San Jose del Peñasco,1,San Jose del Peñasco
20,Oaxaca,168,San Jose Estancia Grande,1,San Jose Estancia Grande
20,Oaxaca,169,San Jose Independencia,1,San Jose Independencia
20,Oaxaca,170,San Jose Lachiguiri,1,San Jose Lachiguiri
20,Oaxaca,171,San Jose Tenango,1,San Jose Tenango
20,Oaxaca,172,San Juan Achiutla,1,San Juan Achiutla
20,Oaxaca,173,San Juan Atepec,1,San Juan Atepec
20,Oaxaca,174,animas Trujano,1,animas Trujano
20,Oaxaca,175,San Juan Bautista Atatlahuca,1,San Juan Bautista Atatlahuca
20,Oaxaca,176,San Juan Bautista Coixtlahuaca,1,San Juan Bautista Coixtlahuaca
20,Oaxaca,177,San Juan Bautista Cuicatlan,1,San Juan Bautista Cuicatlan
20,Oaxaca,178,San Juan Bautista Guelache,1,San Juan Bautista Guelache
20,Oaxaca,179,San Juan Bautista Jayacatlan,1,San Juan Bautista Jayacatlan
20,Oaxaca,180,San Juan Bautista Lo de Soto,1,San Juan Bautista Lo de Soto
20,Oaxaca,181,San Juan Bautista Suchitepec,1,San Juan Bautista Suchitepec
20,Oaxaca,182,San Juan Bautista Tlacoatzintepec,1,San Juan Bautista Tlacoatzintepec
20,Oaxaca,183,San Juan Bautista Tlachichilco,1,San Juan Bautista Tlachichilco
20,Oaxaca,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec
20,Oaxaca,185,San Juan Cacahuatepec,1,San Juan Cacahuatepec
20,Oaxaca,186,San Juan Cieneguilla,1,San Juan Cieneguilla
20,Oaxaca,187,San Juan Coatzospam,1,San Juan Coatzospam
20,Oaxaca,188,San Juan Colorado,1,San Juan Colorado
20,Oaxaca,189,San Juan Comaltepec,1,San Juan Comaltepec
20,Oaxaca,190,San Juan Cotzocon,1,San Juan Cotzocon
20,Oaxaca,191,San Juan Chicomezuchil,1,San Juan Chicomezuchil
20,Oaxaca,192,San Juan Chilateca,1,San Juan Chilateca
20,Oaxaca,193,San Juan del Estado,1,San Juan del Estado
20,Oaxaca,194,San Juan del Rio,1,San Juan del Rio
20,Oaxaca,195,San Juan Diuxi,1,San Juan Diuxi
20,Oaxaca,196,San Juan Evangelista Analco,1,San Juan Evangelista Analco
20,Oaxaca,197,San Juan Guelavia,1,San Juan Guelavia
20,Oaxaca,198,San Juan Guichicovi,1,San Juan Guichicovi
20,Oaxaca,199,San Juan Ihualtepec,1,San Juan Ihualtepec
20,Oaxaca,200,San Juan Juquila Mixes,1,San Juan Juquila Mixes
20,Oaxaca,201,San Juan Juquila Vijanos,1,San Juan Juquila Vijanos
20,Oaxaca,202,San Juan Lachao,1,San Juan Lachao
20,Oaxaca,203,San Juan Lachigalla,1,San Juan Lachigalla
20,Oaxaca,204,San Juan Lajarcia,1,San Juan Lajarcia
20,Oaxaca,205,San Juan Lalana,1,San Juan Lalana
20,Oaxaca,206,San Juan de los Cues,1,San Juan de los Cues
20,Oaxaca,207,San Juan Mazatlan,1,San Juan Mazatlan
20,Oaxaca,208,San Juan Mixtepec,1,San Juan Mixtepec Distrito 08
20,Oaxaca,209,San Juan Mixtepec,1,San Juan Mixtepec Distrito 26
20,Oaxaca,210,San Juan Ñumi,1,San Juan Ñumi
20,Oaxaca,211,San Juan Ozolotepec,1,San Juan Ozolotepec
20,Oaxaca,212,San Juan Petlapa,1,San Juan Petlapa
20,Oaxaca,213,San Juan Quiahije,1,San Juan Quiahije
20,Oaxaca,214,San Juan Quiotepec,1,San Juan Quiotepec
20,Oaxaca,215,San Juan Sayultepec,1,San Juan Sayultepec
20,Oaxaca,216,San Juan Tabaa,1,San Juan Tabaa
20,Oaxaca,217,San Juan Tamazola,1,San Juan Tamazola
20,Oaxaca,218,San Juan Teita,1,San Juan Teita
20,Oaxaca,219,San Juan Teitipac,1,San Juan Teitipac
20,Oaxaca,220,San Juan Tepeuxila,1,San Juan Tepeuxila
20,Oaxaca,221,San Juan Teposcolula,1,San Juan Teposcolula
20,Oaxaca,222,San Juan Yaee,1,San Juan Yaee
20,Oaxaca,223,San Juan Yatzona,1,San Juan Yatzona
20,Oaxaca,224,San Juan Yucuita,1,San Juan Yucuita
20,Oaxaca,225,San Lorenzo,1,San Lorenzo
20,Oaxaca,226,San Lorenzo Albarradas,1,San Lorenzo Albarradas
20,Oaxaca,227,San Lorenzo Cacaotepec,1,San Lorenzo Cacaotepec
20,Oaxaca,228,San Lorenzo Cuaunecuiltitla,1,San Lorenzo Cuaunecuiltitla
20,Oaxaca,229,San Lorenzo Texmelucan,1,San Lorenzo Texmelucan
20,Oaxaca,230,San Lorenzo Victoria,1,San Lorenzo Victoria
20,Oaxaca,231,San Lucas Camotlan,1,San Lucas Camotlan
20,Oaxaca,232,San Lucas Ojitlan,1,San Lucas Ojitlan
20,Oaxaca,233,San Lucas Quiavini,1,San Lucas Quiavini
20,Oaxaca,234,San Lucas Zoquiapam,1,San Lucas Zoquiapam
20,Oaxaca,235,San Luis Amatlan,1,San Luis Amatlan
20,Oaxaca,236,San Marcial Ozolotepec,1,San Marcial Ozolotepec
20,Oaxaca,237,San Marcos Arteaga,1,San Marcos Arteaga
20,Oaxaca,238,San Martin de los Cansecos,1,San Martin de los Cansecos
20,Oaxaca,239,San Martin Huamelulpam,1,San Martin Huamelulpam
20,Oaxaca,240,San Martin Itunyoso,1,San Martin Itunyoso
20,Oaxaca,241,San Martin Lachila,1,San Martin Lachila
20,Oaxaca,242,San Martin Peras,1,San Martin Peras
20,Oaxaca,243,San Martin Tilcajete,1,San Martin Tilcajete
20,Oaxaca,244,San Martin Toxpalan,1,San Martin Toxpalan
20,Oaxaca,245,San Martin Zacatepec,1,San Martin Zacatepec
20,Oaxaca,246,San Mateo Cajonos,1,San Mateo Cajonos
20,Oaxaca,247,Capulalpam de Mendez,1,Capulalpam de Mendez
20,Oaxaca,248,San Mateo del Mar,1,San Mateo del Mar
20,Oaxaca,249,San Mateo Yoloxochitlan,1,San Mateo Yoloxochitlan
20,Oaxaca,250,San Mateo Etlatongo,1,San Mateo Etlatongo
20,Oaxaca,251,San Mateo Nejapam,1,San Mateo Nejapam
20,Oaxaca,252,San Mateo Peñasco,1,San Mateo Peñasco
20,Oaxaca,253,San Mateo Piñas,1,San Mateo Piñas
20,Oaxaca,254,San Mateo Rio Hondo,1,San Mateo Rio Hondo
20,Oaxaca,255,San Mateo Sindihui,1,San Mateo Sindihui
20,Oaxaca,256,San Mateo Tlapiltepec,1,San Mateo Tlapiltepec
20,Oaxaca,257,San Melchor Betaza,1,San Melchor Betaza
20,Oaxaca,258,San Miguel Achiutla,1,San Miguel Achiutla
20,Oaxaca,259,San Miguel Ahuehuetitlan,1,San Miguel Ahuehuetitlan
20,Oaxaca,260,San Miguel Aloapam,1,San Miguel Aloapam
20,Oaxaca,261,San Miguel Amatitlan,1,San Miguel Amatitlan
20,Oaxaca,262,San Miguel Amatlan,1,San Miguel Amatlan
20,Oaxaca,263,San Miguel Coatlan,1,San Miguel Coatlan
20,Oaxaca,264,San Miguel Chicahua,1,San Miguel Chicahua
20,Oaxaca,265,San Miguel Chimalapa,1,San Miguel Chimalapa
20,Oaxaca,266,San Miguel del Puerto,1,San Miguel del Puerto
20,Oaxaca,267,San Miguel del Rio,1,San Miguel del Rio
20,Oaxaca,268,San Miguel Ejutla,1,San Miguel Ejutla
20,Oaxaca,269,San Miguel el Grande,1,San Miguel el Grande
20,Oaxaca,270,San Miguel Huautla,1,San Miguel Huautla
20,Oaxaca,271,San Miguel Mixtepec,1,San Miguel Mixtepec
20,Oaxaca,272,San Miguel Panixtlahuaca,1,San Miguel Panixtlahuaca
20,Oaxaca,273,San Miguel Peras,1,San Miguel Peras
20,Oaxaca,274,San Miguel Piedras,1,San Miguel Piedras
20,Oaxaca,275,San Miguel Quetzaltepec,1,San Miguel Quetzaltepec
20,Oaxaca,276,San Miguel Santa Flor,1,San Miguel Santa Flor
20,Oaxaca,277,Villa Sola de Vega,1,Villa Sola de Vega
20,Oaxaca,278,San Miguel Soyaltepec,1,Temascal
20,Oaxaca,279,San Miguel Suchixtepec,1,San Miguel Suchixtepec
20,Oaxaca,280,Villa Talea de Castro,1,Villa Talea de Castro
20,Oaxaca,281,San Miguel Tecomatlan,1,San Miguel Tecomatlan
20,Oaxaca,282,San Miguel Tenango,1,San Miguel Tenango
20,Oaxaca,283,San Miguel Tequixtepec,1,San Miguel Tequixtepec
20,Oaxaca,284,San Miguel Tilquiapam,1,San Miguel Tilquiapam
20,Oaxaca,285,San Miguel Tlacamama,1,San Miguel Tlacamama
20,Oaxaca,286,San Miguel Tlacotepec,1,San Miguel Tlacotepec
20,Oaxaca,287,San Miguel Tulancingo,1,San Miguel Tulancingo
20,Oaxaca,288,San Miguel Yotao,1,San Miguel Yotao
20,Oaxaca,289,San Nicolas,1,San Nicolas
20,Oaxaca,290,San Nicolas Hidalgo,1,San Nicolas Hidalgo
20,Oaxaca,291,San Pablo Coatlan,1,San Pablo Coatlan
20,Oaxaca,292,San Pablo Cuatro Venados,1,San Pablo Cuatro Venados
20,Oaxaca,293,San Pablo Etla,1,San Pablo Etla
20,Oaxaca,294,San Pablo Huitzo,1,San Pablo Huitzo
20,Oaxaca,295,San Pablo Huixtepec,1,San Pablo Huixtepec
20,Oaxaca,296,San Pablo Macuiltianguis,1,San Pablo Macuiltianguis
20,Oaxaca,297,San Pablo Tijaltepec,1,San Pablo Tijaltepec
20,Oaxaca,298,San Pablo Villa de Mitla,1,San Pablo Villa de Mitla
20,Oaxaca,299,San Pablo Yaganiza,1,San Pablo Yaganiza
20,Oaxaca,300,San Pedro Amuzgos,1,San Pedro Amuzgos
20,Oaxaca,301,San Pedro Apostol,1,San Pedro Apostol
20,Oaxaca,302,San Pedro Atoyac,1,San Pedro Atoyac
20,Oaxaca,303,San Pedro Cajonos,1,San Pedro Cajonos
20,Oaxaca,304,San Pedro Coxcaltepec Cantaros,1,San Pedro Coxcaltepec Cantaros
20,Oaxaca,305,San Pedro Comitancillo,1,San Pedro Comitancillo
20,Oaxaca,306,San Pedro el Alto,1,San Pedro el Alto
20,Oaxaca,307,San Pedro Huamelula,1,San Pedro Huamelula
20,Oaxaca,308,San Pedro Huilotepec,1,San Pedro Huilotepec
20,Oaxaca,309,San Pedro Ixcatlan,1,San Pedro Ixcatlan
20,Oaxaca,310,San Pedro Ixtlahuaca,1,San Pedro Ixtlahuaca
20,Oaxaca,311,San Pedro Jaltepetongo,1,San Pedro Jaltepetongo
20,Oaxaca,312,San Pedro Jicayan,1,San Pedro Jicayan
20,Oaxaca,313,San Pedro Jocotipac,1,San Pedro Jocotipac
20,Oaxaca,314,San Pedro Juchatengo,1,San Pedro Juchatengo
20,Oaxaca,315,San Pedro Martir,1,San Pedro Martir
20,Oaxaca,316,San Pedro Martir Quiechapa,1,San Pedro Martir Quiechapa
20,Oaxaca,317,San Pedro Martir Yucuxaco,1,San Pedro Martir Yucuxaco
20,Oaxaca,318,San Pedro Mixtepec,1,San Pedro Mixtepec Distrito 22
20,Oaxaca,319,San Pedro Mixtepec,1,San Pedro Mixtepec Distrito 26
20,Oaxaca,320,San Pedro Molinos,1,San Pedro Molinos
20,Oaxaca,321,San Pedro Nopala,1,San Pedro Nopala
20,Oaxaca,322,San Pedro Ocopetatillo,1,San Pedro Ocopetatillo
20,Oaxaca,323,San Pedro Ocotepec,1,San Pedro Ocotepec
20,Oaxaca,324,San Pedro Pochutla,1,San Pedro Pochutla
20,Oaxaca,325,San Pedro Quiatoni,1,San Pedro Quiatoni
20,Oaxaca,326,San Pedro Sochiapam,1,San Pedro Sochiapam
20,Oaxaca,327,San Pedro Tapanatepec,1,San Pedro Tapanatepec
20,Oaxaca,328,San Pedro Taviche,1,San Pedro Taviche
20,Oaxaca,329,San Pedro Teozacoalco,1,San Pedro Teozacoalco
20,Oaxaca,330,San Pedro Teutila,1,San Pedro Teutila
20,Oaxaca,331,San Pedro Tidaa,1,San Pedro Tidaa
20,Oaxaca,332,San Pedro Topiltepec,1,San Pedro Topiltepec
20,Oaxaca,333,San Pedro Totolapam,1,San Pedro Totolapam
